ID	beta.est	B_IN_beta	B_Mem_beta	Plasma_beta	CD4_ET_beta	CD4_NC_beta	CD4_SOX4_beta	CD8_ET_beta	CD8_NC_beta	CD8_S100B_beta	DC1_beta	Mono_C_beta	Mono_NC_beta	NK_beta	NK_R_beta
ENSGEXAMPLE001-rs000001	-0.0814339863527572	0.0772092789988463	0.0803497302087699	0.0903208908035351	0.0737919319209411	-0.331819088469474	-0.14904028940612	-0.129237980250004	-0.221486486141667	0.0899074644591681	-0.373911712901806	0.137730290525219	-0.370372818216566	0.090658189891144	-0.154090922549871
ENSGEXAMPLE002-rs000002	0.100296808284357	-0.036436877440141	0.225913356093721	-0.255576047712081	0.422748270623619	0.00480706280254604	-0.00611549027118546	-0.511082645104038	0.269836932426154	0.0310303285666415	-0.11956651823532	0.142066588934903	0.00183548378233807	0.142544953922837	0.148552295127155
ENSGEXAMPLE003-rs000003	-0.0626174527504142	0.190389155499281	-0.176283603766558	-0.113726243301213	-0.133689818717036	0.351493689521122	-0.0699679534108689	-0.00377976232724059	0.282907341945247	-0.190100054328152	-0.344926466615108	-0.312396135422976	-0.202599655431443	-0.0405682902930412	0.0299565425004712
ENSGEXAMPLE004-rs000004	-0.0183310593805497	-0.0599877225362992	-0.352078411220263	0.386641223168781	-0.0697377832488049	-0.0231361665855361	0.298872961732097	-0.0473609999619048	0.100450591487719	-0.347718666837382	0.0949787399606317	-0.133109925678478	-0.261508424376772	-0.140096979283112	-0.184666778465972
ENSGEXAMPLE005-rs000005	-0.0125921310020762	-0.396023813330015	-0.347981218119092	-0.224106193690277	-0.205814895832111	0.283635374302376	-0.0372421243978631	-0.126444641467852	0.123163941961248	0.0538584019981571	0.109365955599767	-0.184789063678445	0.17409337541303	0.156295603664698	0.152221930443275
ENSGEXAMPLE006-rs000006	-0.0706215265648592	-0.23610096721069	0.0627291584916361	0.0439471771894629	-0.333383975649075	-0.167975544505662	-0.0659205295026762	0.252119784939137	0.169018855189809	-0.0513321444266154	-0.11113949885138	-0.0738411327873441	-0.136680155123746	-0.229449349593713	0.064718936900347
ENSGEXAMPLE007-rs000007	-0.0699463043700037	0.319459196569764	0.109095367164543	-0.259059222668897	-0.830158125693692	-0.262287694330012	-0.171641876143539	-0.656774324433499	0.109099309595526	0.27468871562794	-0.0940460112077513	-0.29679073506673	0.197696216399444	-0.125943558814194	-0.144762507397706
ENSGEXAMPLE008-rs000008	0.09634812735271	0.280522590412398	0.0982918026406475	-0.237139878881849	0.0697932136082958	0.182578375204208	0.181286337571788	0.0972907477416018	0.104166460048242	0.0386813298480709	0.181714813775619	0.283980223405905	0.454743663189141	0.0436855228134806	-0.266160478935057
ENSGEXAMPLE009-rs000009	0.0451425405825133	-0.00116033020033923	0.0852972801377613	-0.380403253009341	0.076792257538368	0.108949348046443	0.179494387282461	-0.249348633454126	0.129404066863547	0.381730544319952	-0.269722811240334	-0.176798977869297	-0.377126420479705	0.117673781588458	-0.0261562070005762
ENSGEXAMPLE010-rs000010	-0.0711826482082022	-0.0427661731751343	-0.128813867692482	0.0422223354289987	0.0707412253397517	-0.061582139251491	-0.198604742135362	-0.35381073929457	-0.249350919486065	0.0494129654639043	-0.19819662311751	0.208082804841405	-0.312195381138893	0.017274902269581	-0.22708565561147
ENSGEXAMPLE011-rs000011	0.0290209706208918	-0.056029070340093	0.118635851185507	0.0071193435978068	0.0291822826103472	0.0253521769186652	0.11034823431017	0.000270910324319099	-0.12334864144916	-0.367224550894076	-0.0139602675771753	-0.239648986927897	-0.244537982845164	0.068333195051283	-0.232168834176835
ENSGEXAMPLE012-rs000012	0.0404874712584286	-0.0124041368094904	-0.160436654828654	0.14702470593556	-0.109245688437627	0.117333466128358	-0.386064702302934	0.318703583108463	-0.615655963264224	-0.16459767482141	0.174524430893565	-0.105309063279877	0.229832010569102	-0.311142412485125	0.309641871895117
ENSGEXAMPLE013-rs000013	0.0870921674658539	-0.0129415665704087	0.141207549599811	0.242150296881673	0.133046629960567	-0.167603028701958	-0.054364982095635	0.208814990514073	0.0383554179947191	-0.346134389090621	-0.216129779019709	-0.282233258660087	0.0250204932566384	0.270747822335903	0.123956639605253
ENSGEXAMPLE014-rs000014	-0.0104300406886736	0.0585074535549961	-0.180632415758645	-0.134915693070637	-0.208597004160956	0.171760097343834	0.288174006948393	0.284097686913373	-0.471095176093566	0.128858774597082	0.0161362380926689	0.0778266709320833	0.0986259497943256	0.389982070945537	0.0295327129845231
ENSGEXAMPLE015-rs000015	-0.00774860724030498	-0.134215991242295	0.17493085731539	0.192121045632777	0.275424979225611	-0.137744589128963	0.0705508396097331	0.191327343975696	0.0111556939654455	-0.261893682005015	0.277706767751676	0.0490775460382939	0.108343614677747	-0.30041715890906	-0.363925884264163
ENSGEXAMPLE016-rs000016	-0.128374983275965	-0.0846338706468368	0.150591789849922	-0.117096764521097	-0.0114311332447423	0.156082436993343	0.299227196755008	-0.0542803515290815	-0.0909524199000612	-0.0269263731818567	-0.0645427801728735	-0.281825048133207	-0.145185461300707	0.11037856184962	0.322770606808847
