ID	beta.est	B_IN_beta	B_Mem_beta	Plasma_beta	CD4_ET_beta	CD4_NC_beta	CD4_SOX4_beta	CD8_ET_beta	CD8_NC_beta	CD8_S100B_beta	DC1_beta	Mono_C_beta	Mono_NC_beta	NK_beta	NK_R_beta
ENSGEXAMPLE001-rs000001	-0.027425969124899	-0.283893951687987	-0.0713000372085784	-0.302596666484057	-0.0300580282040079	-0.143243571682252	-0.205643154979067	0.125189671940866	-0.377180748903709	0.280817160861019	-0.690772806558989	0.246524151215215	-0.442366657639205	-0.0782066752062686	0.27669161255314
ENSGEXAMPLE002-rs000002	0.132025515279384	0.255991499091602	0.210368702820955	-0.206282303624022	0.264887295351187	0.106757098014095	0.10618791694334	-0.349375869200547	0.216620235182422	0.01405188418811	0.2413090335792	0.397717987168906	-0.012353252828884	0.0267425273972558	-0.100223156511831
ENSGEXAMPLE003-rs000003	-0.0458239052230632	-0.0657640962535817	-0.106769802784338	-0.09454648219122	-0.597113106169295	0.152101105508304	-0.507840901872904	0.233232444706399	0.141108671968334	-0.178103887154498	-0.254044213034971	-0.367624019898268	-0.111469239822414	0.0303676918998982	0.173757240990062
ENSGEXAMPLE004-rs000004	-0.0536723777025206	-0.0413047520960668	-0.0355274080135207	0.126852774611623	0.00615193310566886	0.0905773973830165	0.0772802147939363	-0.251396707057223	-0.267781386535339	-0.516308180681711	0.0320098149622632	-0.263024125009055	-0.109765863992014	0.284253592501554	-0.171241124314117
ENSGEXAMPLE005-rs000005	-0.00536065096933226	-0.306125266704881	-0.260103976130082	-0.529857043013367	-0.303629533843573	0.0755495612866427	0.326818206647351	-0.264589984148503	0.22800222097158	0.263379144444671	-0.141396124889286	0.0794527756260069	0.162529325798338	0.0511623957629763	0.26088985471238
ENSGEXAMPLE006-rs000006	-0.0439867884326052	-0.240281825764772	0.0540160756987969	0.239914673904841	-0.195007906290128	-0.0430781089923503	0.124513771699005	0.211284112461145	0.063323121313118	0.105542399705168	0.000313216721892981	-0.106879902518089	-0.37137852976866	-0.146226877653305	0.0654397778834257
ENSGEXAMPLE007-rs000007	-0.0419446346380478	0.623872122160677	0.0374958793727357	-0.0754700994788935	-0.190674103669964	-0.18343195223359	0.183714603303907	-0.617825836104495	0.0122541637548401	0.24970477248171	-0.192406088001416	-0.138779373473169	0.0860409686703644	-0.0691883307761466	-0.389818865198805
ENSGEXAMPLE008-rs000008	0.0850118905272654	0.159546660204659	-0.233979358992349	-0.157994506376012	0.00503829784264428	0.308646024368527	0.24796428752566	-0.0753664057547599	0.219227951016795	0.321719493524551	0.330658097539988	-0.0899132276567605	0.531423656575172	0.161180255411414	-0.152165601049723
ENSGEXAMPLE009-rs000009	0.0712207933391501	0.183342933304999	-0.000480482903303395	-0.346032177425995	-0.225629281752391	0.175033553749078	0.358112735361501	0.0483195877456749	0.265536025820397	0.362105779679994	-0.0551634300088858	-0.172521515774626	-0.19892299388432	0.0406186075594236	0.0304581146247486
ENSGEXAMPLE010-rs000010	-0.0678123479374047	0.107481431282472	-0.159850089964967	-0.152140847920498	0.445384533806128	-0.0226362523369908	-0.041346454582691	-0.440835019842341	-0.161325549250946	0.0218488103511065	0.251496625789471	0.276126618046672	-0.390526345804101	-0.0779254541804332	0.211032287703871
ENSGEXAMPLE011-rs000011	-0.0178445450401672	-0.0865549879608919	0.195622830344307	0.0103024918354032	-0.14557173400528	0.0568725056801866	0.44609842075645	0.0704719006033866	0.27155380835308	-0.175946865154526	-0.0303265241072444	-0.106377216574173	0.0308320125109176	0.289522773042608	-0.0936871475440827
ENSGEXAMPLE012-rs000012	-0.0368723508064154	-0.0907213702376676	0.0590935575229783	-0.261081767921843	0.22283872620923	-0.1093369403885	-0.232867731155643	0.340596061139934	-0.280448925715165	-0.135726456603917	0.102096893038443	-0.231115390397488	0.0920953426618053	-0.266565855921683	0.263905920758754
ENSGEXAMPLE013-rs000013	-0.0254462014056759	-0.260247308106922	0.0458973957505634	0.293365317765665	0.41048452618078	-0.119333814498403	-0.0569179154114173	0.0407137974319036	0.147034254693875	0.0195206179186175	-0.25240148411182	-0.458468809660554	0.0380727486334	0.35549138051407	0.220651781674507
ENSGEXAMPLE014-rs000014	0.0769250410729397	-0.0615014187719643	-0.0726998890528538	-0.10024247684692	-0.178070437305534	0.0908585585697424	0.130125794449535	0.125849988238174	-0.217066347369092	0.244347732874697	-0.254177109869504	0.299294314962686	-0.0589100896034999	0.522688477722138	-0.282806018362019
ENSGEXAMPLE015-rs000015	0.0417969054775994	-0.0526890335673401	0.205354115219241	0.198004451898843	0.527284720981738	-0.265065262649468	-0.0900248173139497	0.274100273008502	0.0518458448347209	0.0323996606450818	0.0338887887121041	0.245152523216501	0.512113840077388	-0.359685059287588	-0.61542741973851
ENSGEXAMPLE016-rs000016	-0.0595086050862503	-0.120963576898133	0.0936716648762045	-0.012698977150765	0.0877972623163522	-0.399624829248996	0.319007254244502	-0.15918760760657	0.146413334822017	-0.149886060711482	0.0385927646886543	-0.227177287028735	-0.292924975581991	-0.337708791406802	0.15103995666002
ENSGEXAMPLE017-rs000017	0.121308419723678	0.421233347299252	-0.12654316673702	-0.280237022078375	-0.149377883796924	0.172054694484193	0.067323478515347	0.120339300143114	0.249851816195741	0.0969796161186719	-0.130439504725234	-0.110648904379313	-0.326341240957088	0.0591228031305939	0.283931965175282
ENSGEXAMPLE018-rs000018	0.00831942110651978	0.543304418324617	0.0342901168941346	-0.0345314862717256	0.304256789101838	-0.248180526437251	-0.217906079017426	-0.120334781382464	-0.196568428935658	-0.00489846441788877	0.332472359663423	-0.175462687889574	0.0729983415062939	0.135251784658589	-0.180889534917589
ENSGEXAMPLE019-rs000019	0.0424368072204678	0.244153110052404	0.143098304517952	0.422935843201322	0.0840186968047013	0.0110258823518287	-0.172497745016291	0.16205202180956	-0.125288198294695	0.25187551458612	0.0532883526010947	0.0208659963119599	0.19869386278814	0.175285234334032	-0.101851819521868
ENSGEXAMPLE020-rs000020	0.0716030284854016	-0.140249698802097	0.0936547610702525	0.01861217551382	-0.192316475481651	0.30944076994126	0.235679487172663	0.0380028898546849	0.275156422229133	-0.175709019956309	-0.138141514623602	0.103145940310526	0.0122687994717873	0.385000703233897	0.299053452482218
ENSGEXAMPLE021-rs000021	0.008948294311166	-0.318685247643486	0.0537923739905171	-0.3691759970486	-0.222131438978314	0.514977111340093	-0.185423793518735	0.0662331936665609	-0.040930412100139	-0.246464141148092	0.101748333724954	0.0675991660664627	-0.029497391956908	-0.250620754420575	-0.0120992750554786
ENSGEXAMPLE022-rs000022	-0.0465718023460739	-0.0195320355890512	0.271320931247928	-0.112738976480879	-0.626918580437808	-0.0123777720700839	-0.116049577207425	-0.201987922646206	0.00366482158977643	-0.134238305077548	-0.225281641881651	-0.413907175904968	0.121628986462173	0.125075094304383	0.00415800272532152
ENSGEXAMPLE023-rs000023	-0.0356911591047266	0.0493146253257244	0.103008775763921	-0.482095587056942	-0.260812814109301	-0.407123105175183	-0.0220175323073951	0.364761852067775	-0.208106898099454	0.21138331251891	0.382748831320838	0.607167442420884	0.113100600905621	-0.0281746094685207	0.127995162686885
ENSGEXAMPLE024-rs000024	0.161549481572819	0.119305039478043	0.389081138798752	-0.330743052231351	0.119865927197698	-0.0755366187833629	0.0661903158020149	0.35104398792465	-0.0777319356048931	0.20930245940397	0.078254930007722	0.106834915142796	0.0357888715312378	0.0752858812757018	0.068476121444217
